,value
n_anchor_hours,8760.0
LOLP,0.09691780821917809
LOLE_hours_per_event,0.7162100456621004
EUE_mean_MWh,1.7438833848388993
EUE_p95_MWh,17.37115238849812
EUE_p99_MWh,32.3189376091202
EUE_max_MWh,53.66144043845535
USE_hours_mean,0.7162100456621004
USE_hours_p95,7.0
max_unserved_MW_mean,0.26474268237257
max_unserved_MW_p95,3.0
max_unserved_MW_max,3.62906
expected_opex_USD,26003.23410657303
