hour,Load,Nuclear,Hydro,OtherRenewables,Psolar_av_3621133,Pwind_av_994997,Pthermal_83,Pthermal_98,Pthermal_106,Pthermal_147,Pthermal_162,Pthermal_163,Pthermal_167,Pthermal_170,Pthermal_221,Pthermal_223,Pthermal_224,Pthermal_235,Pthermal_241,Pcha_Li-Ion,Pcha_Vanadium,Pcha_PHS,Pcha_H2,Pdis_Li-Ion,Pdis_Vanadium,Pdis_PHS,Pdis_H2,SOC_Li-Ion,SOC_Vanadium,SOC_PHS,SOC_H2,Pimp,Pexp,Curtailment_solar,Curtailment_wind,Curtailment_total
1,98.5,0.0,0.0,0.0,0.0,221.8157045100396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99985,0.0,0.0,48.315854510039614,0.0,0.0,0.0,0.0,382.19931713831267,0.0,0.0,10971.378212703179,0.0,0.0,0.0,0.0,0.0
2,94.7,0.0,0.0,0.0,0.0,244.01112978331153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60432064615264,0.0,0.0,79.70680913715887,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,11021.789225082728,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14
3,91.0,0.0,0.0,0.0,0.0,156.24237014048134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24237014048134,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,11063.052123001064,0.0,0.0,0.0,0.0,0.0
4,88.7,0.0,0.0,0.0,0.0,36.1149033784824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,11063.052123001064,52.58509662151761,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15
5,87.8,0.0,0.0,0.0,0.0,36.38892097444872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,11063.052123001064,51.411079025551274,0.0,0.0,0.0,0.0
6,88.5,0.0,0.0,0.0,0.0,13.12821381124032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4946136434240742,0.0,0.0,0.0,444.75019389035003,0.0,0.0,11063.052123001064,73.87717254533561,0.0,0.0,5.329070518200751e-15,5.329070518200751e-15
7,90.4,0.0,0.0,0.0,0.0,15.871468620296401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651358834367997,444.75019389035003,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
8,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32282745466439,0.0,0.0,0.0,423.79164485989384,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,0.0,0.0
9,97.8,0.0,0.0,0.0,0.0,26.730570428984155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8077429743197655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.3802559775331,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
10,103.0,0.0,0.0,0.0,0.0,22.367840839273203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.754986615391189,0.0,0.0,0.0,419.0534442823546,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
11,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.422827454664386,0.0,0.0,0.0,383.8859502647764,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,0.0,0.0
12,107.5,0.0,0.0,0.0,36.29855,4.214944818852721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.890667364188332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.23883167523155,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,6.217248937900877e-15,6.217248937900877e-15
13,110.2,0.0,0.0,0.0,7.30664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.01618745466439,0.0,0.0,0.0,358.7663575317701,0.0,0.0,11062.022234255726,73.87717254533561,0.0,0.0,0.0,0.0
14,111.3,0.0,0.0,0.0,13.11513,2.56776039366192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.739937061002465,358.7663575317701,0.0,0.0,11027.64837560499,73.87717254533561,0.0,0.0,6.661338147750939e-15,6.661338147750939e-15
15,111.7,0.0,0.0,0.0,7.92034,24.68313558271896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18247968456870467,0.0,0.0,5.03687218737673,358.56843052418964,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
16,113.6,0.0,0.0,0.0,2.51978,11.12388285647544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.079164598188953,0.0,0.0,0.0,330.28160494512355,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15
17,119.7,0.0,0.0,0.0,0.0,2.5923911888049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.230436265859424,0.0,0.0,0.0,283.39161329085795,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
18,121.4,0.0,0.0,0.0,0.0,0.8312893360776001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.69153811858679,0.0,0.0,0.0,232.74752958924662,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
19,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.12282745466439,0.0,0.0,0.0,183.80495150018376,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
20,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.62282745466439,0.0,0.0,0.0,138.6586564229474,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
21,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.922827454664386,0.0,0.0,0.0,97.52557481535615,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
22,106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.922827454664386,0.0,0.0,0.0,61.81575465323131,0.0,0.0,11019.684381407356,73.87717254533561,0.0,0.0,0.0,0.0
23,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12282745466439,61.81575465323131,0.0,0.0,10976.799425737114,73.87717254533561,0.0,0.0,0.0,0.0
24,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12282745466439,0.0,0.0,0.0,38.90483150240718,0.0,0.0,10976.799425737114,73.87717254533561,0.0,0.0,0.0,0.0
25,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.522827454664395,38.90483150240718,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
26,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.322827454664392,0.0,0.0,0.0,24.454196206510638,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
27,85.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.522827454664395,0.0,0.0,0.0,11.955935030981998,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
28,84.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.022827454664395,0.0,0.0,0.0,0.0,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
29,86.0,0.0,0.0,0.0,0.0,26.0008831228716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.674541665763,59.9991168771284,0.0,0.0,0.0,0.0
30,88.3,0.0,0.0,0.0,0.0,55.9119049747008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.674541665763,32.3880950252992,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15
31,91.9,0.0,0.0,0.0,0.0,60.39470969073408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.78350373092524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.834669239955694,0.0,0.0,10950.674541665763,69.28879404019116,0.0,0.0,0.0,0.0
32,96.4,0.0,0.0,0.0,0.0,40.95793347348265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.435106018818253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.83099719149595,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
33,102.0,0.0,0.0,0.0,0.0,19.48603780753752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.636789647126875,0.0,0.0,0.0,42.46308353032264,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15
34,107.9,0.0,0.0,0.0,0.0,14.25199383964152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77083361502288,0.0,0.0,0.0,21.01860359250569,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,5.329070518200751e-15,5.329070518200751e-15
35,109.9,0.0,0.0,0.0,0.0,50.819488078877285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.79666062421289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.66045063694628,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
36,111.7,0.0,0.0,0.0,2.81941,3.0480608989512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.95535655571318,0.0,0.0,0.0,0.0,0.0,0.0,10950.674541665763,73.87717254533561,0.0,0.0,0.0,0.0
