case,tag,soc_frac,LOLP,LOLE_hours_per_event,EUE_mean_MWh,EUE_p95_MWh,EUE_p99_MWh,max_unserved_MW_mean,max_unserved_MW_p95,max_unserved_MW_p99,expected_opex_USD
pge,0.5SOC,0.5,0.096917808219178,0.7162100456621004,1.7438833848388993,17.37115238849812,32.3189376091202,0.26474268237257,3.0,0.0,26003.23410657303
pge,0.6SOC,0.6,0.094634703196347,0.5506849315068493,1.2536860156893814,11.56488130797013,24.76155168858356,0.2466749237591415,3.0,0.0,21622.95692667892
pge,0.7SOC,0.7,0.0509132420091324,0.2197488584474886,0.4158802846710576,0.0994083079933572,13.482740098791751,0.1163395472226924,0.0994083079933572,0.0,13099.734165383736
pge,0.8SOC,0.8,0.0331050228310502,0.1159817351598173,0.1957228882462621,0.0,7.492762457511576,0.0700865422460057,0.0,0.0,11400.691603680036
pge,0.9SOC,0.9,0.0296803652968036,0.0914383561643835,0.1093963446898406,0.0,4.147914998586147,0.0483033048658754,0.0,0.0,11012.717782933794
pge,1.0SOC,1.0,0.0155251141552511,0.0592465753424657,0.0492580834964605,0.0,0.8586210688879975,0.0179686711804354,0.0,0.0,10705.654156920682
