,value
n_anchor_hours,8760.0
LOLP,0.013470319634703196
LOLE_hours_per_event,0.03961187214611872
EUE_mean_MWh,3.2822018654945424
EUE_p95_MWh,0.0
EUE_p99_MWh,62.163342094062116
EUE_max_MWh,563.3599986971878
USE_hours_mean,0.03961187214611872
USE_hours_p95,0.0
max_unserved_MW_mean,1.0986178465273315
max_unserved_MW_p95,0.0
max_unserved_MW_max,134.5
