,value
n_anchor_hours,8760.0
LOLP,0.13573059360730594
LOLE_hours_per_event,1.117351598173516
EUE_mean_MWh,104.29618493055226
EUE_p95_MWh,905.2637116282334
EUE_p99_MWh,1561.0062811675543
EUE_max_MWh,2102.2999990694193
USE_hours_mean,1.117351598173516
USE_hours_p95,10.0
max_unserved_MW_mean,14.50533624204974
max_unserved_MW_p95,120.2
max_unserved_MW_max,146.0
expected_opex_USD,2200025.0920153446
