Hour,994997
1,0.720450331
2,0.792543966
3,0.507468351
4,0.117300874
5,0.118187689
6,0.042640005
7,0.051546433
8,0
9,0.08682328
10,0.072645897
11,0
12,0.013694961
13,0
14,0.008336923
15,0.080170173
16,0.036130705
17,0.008420611
18,0.002696619
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0.084453114
30,0.181597931
31,0.196161131
32,0.133030516
33,0.063291068
34,0.046289127
35,0.165060036
36,0.009902464
37,0
38,0
39,0.002455491
40,0.015826212
41,0.028055599
42,0.197146481
43,0.463167566
44,0.233143365
45,0.239484889
46,0.194309939
47,0.306225678
48,0.037036827
49,0
50,0.091140509
51,0.365315029
52,0.497471713
53,0.574259074
54,0.11916738
55,0.419955326
56,0.206280605
57,0.160060719
58,0.257594349
59,0.103537938
60,0.128449972
61,0
62,0.081634216
63,0.330157689
64,0.478963119
65,0.391779655
66,0.440378028
67,0.294755011
68,0.250392642
69,0.167070016
70,0.194128515
71,0.239836752
72,0.277483098
73,0.229404696
74,0.118154067
75,0.118938352
76,0.126996581
77,0.122727288
78,0.098879498
79,0.138195945
80,0.242587408
81,0.275014397
82,0.259955193
83,0.315875446
84,0.322618766
85,0.165474482
86,0.119793876
87,0.095157806
88,0.113449689
89,0.072608946
90,0.053141634
91,0.1822444
92,0.169002766
93,0.166987793
94,0.210066877
95,0.150186917
96,0.126741922
97,0.168462821
98,0.225510568
99,0.238854065
100,0.214934038
101,0.209318877
102,0.266359633
103,0.142361044
104,0.044669292
105,0.004820656
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0.0064585
117,0.019639415
118,0
119,0.00038141
120,0.008806795
121,0
122,0.00480075
123,0.089623204
124,0.033451287
125,0.036253541
126,0.115294223
127,0.088747041
128,0.116589159
129,0.083567298
130,0.068626935
131,0.009048139
132,0.015284736
133,0
134,0.01786765
135,0.049512485
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0.012648993
147,0.012005553
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0.018011957
161,0.021941372
162,0
163,0.016719984
164,0.060094673
165,0.122346131
166,0.048047443
167,0.011307985
168,0
169,0
170,0
171,0.000731203
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0.024201717
191,0.014203282
192,0.039813116
193,0.143279483
194,0.201874827
195,0.177109597
196,0.215038232
197,0.162610644
198,0.221325162
199,0.236602741
200,0.228305165
201,0.226496916
202,0.229227599
203,0.287515022
204,0.324456976
205,0.261907916
206,0.253963203
207,0.300297602
208,0.436722914
209,0.461200196
210,0.456186897
211,0.384216431
212,0.298683094
213,0.245375015
214,0.198897141
215,0.123358444
216,0.060802727
217,0.021928322
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0.015851512
234,0.004163834
235,0.070785384
236,0.105174084
237,0.082204453
238,0.146828739
239,0.221630421
240,0.105155775
241,0
242,0
243,0
244,0.037363058
245,0
246,0
247,0.001853113
248,0
249,0.009241381
250,0.026215858
251,0.042407981
252,0
253,0
254,0.026587961
255,0
256,0
257,0
258,0
259,0
260,0.016971049
261,0.025274417
262,0.011417738
263,0
264,0.003745926
265,0.069443178
266,0.208694046
267,0.134961268
268,0.019059757
269,0
270,0.019206594
271,0.125772218
272,0.099003665
273,0.285150183
274,0.569125935
275,0.584325618
276,0.46530138
277,0.305387133
278,0.129460621
279,0
280,0
281,0
282,0
283,0
284,0.051643303
285,0.010326397
286,0
287,0
288,0
289,0.143280482
290,0.413290901
291,0.155843356
292,0.04241131
293,0.044993858
294,0.000878602
295,0.057277772
296,0.071536047
297,0.07284796
298,0.157266787
299,0.638436623
300,0.172896562
301,0.111381453
302,0.141222233
303,0.078031365
304,0.09593044
305,0.118375771
306,0.073627584
307,0.008627535
308,0
309,0.060950529
310,0.033461606
311,0.011849761
312,0.207133465
313,0.261155589
314,0.024527282
315,0.12614938
316,0.301354523
317,0.3624189
318,0.427035862
319,0.291167473
320,0.186572615
321,0.234250552
322,0.100522968
323,0.072955483
324,0.133556812
325,0.410328195
326,0.44409972
327,0.328287189
328,0.225290861
329,0.203460375
330,0.219895406
331,0.177510394
332,0.124778213
333,0.065499782
334,0.047679934
335,0.002405585
336,0.019709921
337,0.084883206
338,0.234009873
339,0.314778246
340,0.054681243
341,0.08489519
342,0.027822511
343,0
344,0.017892517
345,0.031939308
346,0.116120119
347,0.364795723
348,0.142853386
349,0.304923419
350,1
351,1
352,1
353,1
354,0.99454396
355,0.857766785
356,0.607474676
357,1
358,0
359,1
360,0.938312456
361,0.9873569
362,1
363,1
364,1
365,0
366,0
367,0
368,1
369,0
370,0
371,0
372,0
373,1
374,1
375,0.322273228
376,0
377,0
378,0
379,1
380,0.578137223
381,1
382,1
383,1
384,1
385,0.53272792
386,1
387,1
388,0.965089996
389,1
390,1
391,1
392,1
393,0.972649891
394,0.991594569
395,0.90988046
396,0.976314992
397,0.991288311
398,0.999034624
399,0.955622651
400,0.621532551
401,0.969054697
402,0.993355548
403,0.997030636
404,0.968112623
405,0.770579991
406,0.266425212
407,0.168927201
408,0.150818739
409,0.115013598
410,0.173805014
411,0.256724512
412,0.217771246
413,0.252437242
414,0.171908882
415,0.112410744
416,0.102575224
417,0.106098182
418,0.079934155
419,0.060758453
420,0.130073136
421,0.087760693
422,0.08848872
423,0.120217975
424,0.26784032
425,0.218233961
426,0.131788842
427,0.169441846
428,0.156012796
429,0.198617847
430,0.208738986
431,0.23824954
432,0.259771439
433,0.272317336
434,0.249132326
435,0.246960896
436,0.282783346
437,0.267897244
438,0.247348045
439,0.262250791
440,0.276809332
441,0.337891685
442,0.366556703
443,0.444402648
444,0.313710341
445,0.753546093
446,0.698802601
447,0.369283058
448,0.340068775
449,0.330494905
450,0.225815493
451,0.069205162
452,0.006315159
453,0.013457678
454,0.064554712
455,0.140611383
456,0.408037923
457,0.160797068
458,0.147796445
459,0.298742681
460,0.347259164
461,0.041205256
462,0.024465132
463,0
464,0
465,0
466,0
467,0
468,0.019377299
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0.009082027
481,0.0114212
482,0
483,0
484,0.051685913
485,0.041523164
486,0
487,0.023388005
488,0.019308624
489,0.012418967
490,0
491,0
492,0
493,0
494,0
495,0.012602788
496,0.027493484
497,0.078441483
498,0.285091927
499,0.338996874
500,0.30851362
501,0.444708906
502,0.389778995
503,0.313459343
504,0.179284689
505,0.135042493
506,0.087222746
