hour,Load,Nuclear,Hydro,OtherRenewables,Psolar_av_3621133,Pwind_av_994997,Pthermal_83,Pthermal_98,Pthermal_106,Pthermal_147,Pthermal_162,Pthermal_163,Pthermal_167,Pthermal_170,Pthermal_221,Pthermal_223,Pthermal_224,Pthermal_235,Pthermal_241,Pcha_Li-Ion,Pcha_Vanadium,Pcha_PHS,Pcha_H2,Pdis_Li-Ion,Pdis_Vanadium,Pdis_PHS,Pdis_H2,SOC_Li-Ion,SOC_Vanadium,SOC_PHS,SOC_H2,Pimp,Pexp,Curtailment_solar,Curtailment_wind,Curtailment_total
1,98.5,0.0,0.0,0.0,0.0,221.8157045100396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99985,0.0,0.0,48.315854510039614,0.0,0.0,0.0,0.0,377.2248848634702,0.0,0.0,12057.55002123006,0.0,0.0,0.0,0.0,0.0
2,94.7,0.0,0.0,0.0,0.0,244.01112978331153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99985,0.0,0.0,74.31127978331152,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,12104.548601221517,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14
3,91.0,0.0,0.0,0.0,0.0,156.24237014048134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24237014048134,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,12145.811499139852,0.0,0.0,0.0,0.0,0.0
4,88.7,0.0,0.0,0.0,0.0,36.1149033784824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,12145.811499139852,52.5850966215176,0.0,0.0,0.0,0.0
5,87.8,0.0,0.0,0.0,0.0,36.38892097444872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,12145.811499139852,51.411079025551274,0.0,0.0,0.0,0.0
6,88.5,0.0,0.0,0.0,0.0,13.12821381124032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7287097122607094,0.0,0.0,0.0,442.3269764752321,0.0,0.0,12145.811499139852,71.64307647649898,0.0,0.0,5.329070518200751e-15,5.329070518200751e-15
7,90.4,0.0,0.0,0.0,0.0,15.871468620296401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885454903204632,442.3269764752321,0.0,0.0,12141.249194349939,71.64307647649898,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
8,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.556923523501027,0.0,0.0,0.0,418.9452100296579,0.0,0.0,12141.249194349939,71.64307647649898,0.0,0.0,0.0,0.0
9,97.8,0.0,0.0,0.0,0.0,26.730570428984155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5736469054831304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.47408634444696,0.0,0.0,12141.249194349939,71.64307647649898,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
10,103.0,0.0,0.0,0.0,0.0,22.367840839273203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.989082684227824,419.47408634444696,0.0,0.0,12127.03620667107,71.64307647649898,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
11,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.65692352350102,419.47408634444696,0.0,0.0,12072.238799156803,71.64307647649898,0.0,0.0,0.0,0.0
12,107.5,0.0,0.0,0.0,36.29855,4.214944818852721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6565712953516964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.76723295205187,0.0,0.0,12072.238799156803,71.64307647649898,0.0,0.0,6.217248937900877e-15,6.217248937900877e-15
13,110.2,0.0,0.0,0.0,7.30664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.250283523501025,423.76723295205187,0.0,0.0,12022.827762426656,71.64307647649898,0.0,0.0,0.0,0.0
14,111.3,0.0,0.0,0.0,13.11513,2.56776039366192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5783454738891,0.0,0.0,1.3956876559499989,399.27757884985914,0.0,0.0,12020.620986479164,71.64307647649898,0.0,0.0,6.661338147750939e-15,6.661338147750939e-15
15,111.7,0.0,0.0,0.0,7.92034,24.68313558271896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45344794078207,399.27757884985914,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,0.0,0.0
16,113.6,0.0,0.0,0.0,2.51978,11.12388285647544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.313260667025588,0.0,0.0,0.0,368.5675358556751,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15
17,119.7,0.0,0.0,0.0,0.0,2.5923911888049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.46453233469606,0.0,0.0,0.0,319.25432678629153,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,0.0,0.0
18,121.4,0.0,0.0,0.0,0.0,0.8312893360776001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.92563418742343,0.0,0.0,0.0,266.1870256695622,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,0.0,0.0
19,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.356923523501024,0.0,0.0,0.0,214.82123016538142,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,0.0,0.0
20,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.856923523501024,0.0,0.0,0.0,167.2517176730271,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,0.0,0.0
21,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15692352350102,0.0,0.0,0.0,123.69541865031789,0.0,0.0,12008.836050521983,71.64307647649898,0.0,0.0,0.0,0.0
22,106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15692352350102,123.69541865031789,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
23,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.356923523501024,0.0,0.0,0.0,91.85336434981612,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
24,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.356923523501024,0.0,0.0,0.0,66.51922378387404,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
25,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75692352350103,0.0,0.0,0.0,46.174483747761045,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
26,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.556923523501027,0.0,0.0,0.0,29.300631036746545,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
27,85.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75692352350103,0.0,0.0,0.0,14.379152446099953,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
28,84.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25692352350103,0.0,0.0,0.0,0.0,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
29,86.0,0.0,0.0,0.0,0.0,26.0008831228716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11953.248073592675,59.9991168771284,0.0,0.0,0.0,0.0
30,88.3,0.0,0.0,0.0,0.0,55.9119049747008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25498145119978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.191304665954405,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
31,91.9,0.0,0.0,0.0,0.0,60.39470969073408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.13778616723305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19651506456647,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,0.0,0.0
32,96.4,0.0,0.0,0.0,0.0,40.95793347348265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19651506456647,0.0,0.0,11953.248073592675,55.44206652651736,0.0,0.0,0.0,0.0
33,102.0,0.0,0.0,0.0,0.0,19.48603780753752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87088571596351,0.0,0.0,0.0,61.4053839882752,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15
34,107.9,0.0,0.0,0.0,0.0,14.25199383964152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.004929683859515,0.0,0.0,0.0,37.53768663534029,0.0,0.0,11953.248073592675,71.64307647649898,0.0,0.0,5.329070518200751e-15,5.329070518200751e-15
