,value
n_anchor_hours,8760.0
LOLP,0.0591324200913242
LOLE_hours_per_event,0.2726027397260274
EUE_mean_MWh,24.160131347359822
EUE_p95_MWh,109.10197942572155
EUE_p99_MWh,740.6482205622094
EUE_max_MWh,1270.8799988833036
USE_hours_mean,0.2726027397260274
USE_hours_p95,2.0
max_unserved_MW_mean,5.771995367134374
max_unserved_MW_p95,86.00999999999985
max_unserved_MW_max,146.0
