hour,EUE,USE_hours,max_unserved_MW,objective_value,solver_status,solve_time_s,truncated,error_message
1,0.0,0,0.0,1583719.9433437868,optimal,1.1423505999991903,False,
2,0.0,0,0.0,1533360.3532153976,optimal,1.332893900005729,False,
3,0.0,0,0.0,1504262.3211124574,optimal,1.2986584000027506,False,
4,0.0,0,0.0,1511690.0820175146,optimal,1.0705965999950422,False,
5,0.0,0,0.0,1531335.3701897338,optimal,1.0540573000034783,False,
6,0.0,0,0.0,1558267.3798489547,optimal,1.027885100003914,False,
7,0.0,0,0.0,1547425.7773289324,optimal,0.9953299999979208,False,
8,0.0,0,0.0,1575133.2510571545,optimal,0.9262009000012768,False,
9,0.0,0,0.0,1589902.2810069653,optimal,0.971371799998451,False,
10,0.0,0,0.0,1607065.1641310037,optimal,0.9925556000016513,False,
11,0.0,0,0.0,1639209.7740508846,optimal,0.883304599999974,False,
12,0.0,0,0.0,1649861.159272639,optimal,0.9135244999997667,False,
13,0.0,0,0.0,1667777.151906276,optimal,0.914393500002916,False,
14,0.0,0,0.0,1680005.417647458,optimal,0.9299653000052786,False,
15,0.0,0,0.0,1688686.3654208675,optimal,0.9182657999990624,False,
16,0.0,0,0.0,1717060.5880647493,optimal,0.8455689999973401,False,
17,0.0,0,0.0,1760928.1985506206,optimal,0.8471760000029462,False,
18,0.0,0,0.0,1803566.3275015417,optimal,0.8423118999999133,False,
19,0.0,0,0.0,1853003.7217761977,optimal,0.8298169999980018,False,
20,0.0,0,0.0,1891823.2574749775,optimal,0.5434180000011111,False,
21,0.0,0,0.0,1926204.5049785508,optimal,0.08644600000116043,False,
22,0.0,0,0.0,1952397.1581311864,optimal,0.09007440000277711,False,
23,0.0,0,0.0,1990858.815754394,optimal,0.08826940000290051,False,
24,0.0,0,0.0,2020435.2826701258,optimal,0.10101469999790424,False,
25,0.0,0,0.0,2055892.7748077507,optimal,0.09266260000003967,False,
26,0.0,0,0.0,2080648.2660849434,optimal,0.0886501999993925,False,
27,0.0,0,0.0,2095380.5716915112,optimal,0.08439039999939268,False,
28,0.0,0,0.0,2103058.8706916813,optimal,0.08043590000306722,False,
29,0.0,0,0.0,2112011.4242773065,optimal,0.0768549000058556,False,
30,0.0,0,0.0,2119906.2206598497,optimal,0.0854204999996,False,
31,0.0,0,0.0,2112197.9229914243,optimal,0.05994490000011865,False,
32,0.0,0,0.0,2114412.428385637,optimal,0.055786999997508246,False,
33,0.0,0,0.0,2128837.3762755534,optimal,0.06024690000049304,False,
34,0.0,0,0.0,2151147.4251098465,optimal,0.050353200000245124,False,
35,0.0,0,0.0,2166883.10619737,optimal,0.4812422999966657,False,
36,0.0,0,0.0,2201362.3803021694,optimal,0.06632009999884758,False,
37,0.0,0,0.0,2226770.645304986,optimal,0.06946810000226833,False,
38,0.0,0,0.0,2226648.738900388,optimal,0.05936729999666568,False,
39,0.0,0,0.0,2229835.609259156,optimal,0.08019129999593133,False,
40,0.0,0,0.0,2222764.090429705,optimal,0.07411589999537682,False,
41,0.0,0,0.0,2229620.3554748083,optimal,0.05510610000055749,False,
42,0.0,0,0.0,2235865.9666650384,optimal,0.05236900000454625,False,
43,0.0,0,0.0,2239439.1800127244,optimal,0.0720519999958924,False,
44,0.0,0,0.0,2258001.5936938385,optimal,0.07447519999550423,False,
45,0.0,0,0.0,2276013.2950840495,optimal,0.05430239999986952,False,
46,0.0,0,0.0,2295058.616539883,optimal,0.06063419999554753,False,
47,0.0,0,0.0,2318237.162103061,optimal,0.051201500005845446,False,
48,0.0,0,0.0,2339062.06242488,optimal,0.11493210000480758,False,
49,0.0,0,0.0,2358832.4006862803,optimal,0.05364429999463027,False,
50,0.0,0,0.0,2376716.4356936254,optimal,0.054442000000562984,False,
51,0.0,0,0.0,2391190.1197579927,optimal,0.11153840000042692,False,
52,0.0,0,0.0,2397313.081716486,optimal,0.08289469999726862,False,
53,0.0,0,0.0,2395945.2469938793,optimal,0.06595360000210349,False,
54,0.0,0,0.0,2419660.7034319527,optimal,0.10070129999803612,False,
55,0.0,0,0.0,2431444.2180878953,optimal,0.05339600000297651,False,
56,0.0,0,0.0,2439860.040217374,optimal,0.05355509999935748,False,
57,0.0,0,0.0,2440652.1426751493,optimal,0.060004799997841474,False,
58,0.0,0,0.0,2439288.087160195,optimal,0.11168249999900581,False,
59,0.0,0,0.0,2442229.5774341207,optimal,0.05949500000133412,False,
60,0.0,0,0.0,2443391.887434122,optimal,0.06405290000111563,False,
61,0.0,0,0.0,2443031.2810204914,optimal,0.105788399996527,False,
62,0.0,0,0.0,2434746.508312506,optimal,0.06359649999649264,False,
63,0.0,0,0.0,2421573.8192923274,optimal,0.06330719999823486,False,
64,0.0,0,0.0,2403853.7133770166,optimal,0.08149070000217762,False,
65,0.0,0,0.0,2399165.90706334,optimal,0.1348238000064157,False,
66,0.0,0,0.0,2395546.960381247,optimal,0.1314637000032235,False,
67,0.0,0,0.0,2398798.955381247,optimal,0.14096439999411814,False,
68,0.0,0,0.0,2402026.7567109624,optimal,0.07502360000216868,False,
69,0.0,0,0.0,2403606.0714226686,optimal,0.1065119999984745,False,
70,0.0,0,0.0,2402747.482665391,optimal,0.06582160000107251,False,
71,0.0,0,0.0,2407670.4629746336,optimal,0.12594060000265017,False,
72,0.0,0,0.0,2415815.5041497857,optimal,0.05822059999627527,False,
73,0.0,0,0.0,2424473.8430409916,optimal,0.11605750000308035,False,
74,0.0,0,0.0,2431831.018040992,optimal,0.06682540000474546,False,
75,0.0,0,0.0,2438576.886884283,optimal,0.1204479000007268,False,
76,0.0,0,0.0,2451057.7489945567,optimal,0.062051599998085294,False,
77,0.0,0,0.0,2458303.428163171,optimal,0.10543650000181515,False,
78,0.0,0,0.0,2464117.925798583,optimal,0.06579070000589127,False,
79,0.0,0,0.0,2474256.571652644,optimal,0.12328269999852637,False,
80,0.0,0,0.0,2481644.3815164207,optimal,0.15021039999555796,False,
81,0.0,0,0.0,2491114.9937269306,optimal,0.07474889999866718,False,
82,0.0,0,0.0,2499691.138241056,optimal,0.11489100000471808,False,
83,0.0,0,0.0,2510493.0043308213,optimal,0.06550860000425018,False,
84,0.0,0,0.0,2508483.1302077123,optimal,0.11571250000270084,False,
85,0.0,0,0.0,2499646.4368815203,optimal,0.1208831000039936,False,
86,0.0,0,0.0,2491369.7808383033,optimal,0.07527729999856092,False,
87,0.0,0,0.0,2495546.9243918215,optimal,0.10713769999711076,False,
88,0.0,0,0.0,2500411.865113919,optimal,0.07100260000152048,False,
89,0.0,0,0.0,2507032.027259972,optimal,0.062399999995250255,False,
90,0.0,0,0.0,2519634.885786389,optimal,0.05330510000203503,False,
91,0.0,0,0.0,2525109.315115945,optimal,0.06169919999956619,False,
92,0.0,0,0.0,2533060.0101159443,optimal,0.05115669999941019,False,
93,0.0,0,0.0,2539122.0139888627,optimal,0.05583499999920605,False,
94,0.0,0,0.0,2548099.003988862,optimal,0.060821600003691856,False,
95,0.0,0,0.0,2556086.461575817,optimal,0.05620990000170423,False,
96,0.0,0,0.0,2560893.5507164695,optimal,0.04939100000046892,False,
97,0.0,0,0.0,2566468.2222346053,optimal,0.05401420000271173,False,
98,0.0,0,0.0,2563015.0252097347,optimal,0.10521390000212705,False,
