start_hour,hour,hour_in_window,phase,Load,Nuclear,Hydro,OtherRenewables,Psolar_av_3621133,Psolar_disp_3621133,Pwind_av_994997,Pwind_disp_994997,Pcha_Li-Ion,Pdis_Li-Ion,SOC_Li-Ion,RecoverySocSlack_Li-Ion,Pcha_H2,Pdis_H2,SOC_H2,RecoverySocSlack_H2,Pimp,Pexp,Unserved,Curtailment_solar,Curtailment_wind,Curtailment_total
235,235,1,outage,126.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,21.30000000000001,147.4,8043.83581090202,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,236,2,outage,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,123.0,7849.355734801665,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,237,3,outage,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,119.0,7661.200214021646,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,238,4,outage,111.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,111.9,7484.270778935225,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,239,5,outage,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,103.6,7320.4647961385035,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,240,6,outage,96.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,96.2,7168.3592406844045,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,241,7,outage,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,91.5,7023.685037731701,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,242,8,outage,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,88.6,6883.596137386242,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,243,9,outage,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,87.3,6745.562717519892,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,244,10,outage,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,87.0,6608.0036393025675,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,245,11,outage,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,88.7,6467.7566250741,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,246,12,outage,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,93.4,6320.078258344237,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,247,13,outage,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,101.5,6159.592667090692,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,248,14,outage,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,108.9,5987.406648494523,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,249,15,outage,115.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,115.6,5804.626999736791,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,250,16,outage,118.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,118.7,5616.945820605797,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,251,17,outage,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,118.0,5430.371438655862,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,252,18,outage,116.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,116.9,5245.536309419021,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,253,19,outage,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,115.5,5062.914774544297,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,254,20,outage,114.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,114.9,4881.241922967623,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,255,21,outage,114.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,114.6,4700.043413039975,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,256,22,outage,115.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,115.8,4516.947536516226,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,257,23,outage,122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,122.5,4323.258029830913,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,258,24,outage,126.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,126.8,4122.769626176238,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,259,25,outage,125.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,125.6,3924.1785891176633,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,260,26,outage,122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,122.8,3730.0147407833247,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,261,27,outage,118.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,118.6,3542.4916755353397,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,262,28,outage,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,112.2,3365.0878987998935,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,263,29,outage,104.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,104.3,3200.1751188221124,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,264,30,outage,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,80.2684573755715,3073.2595440346386,2395.5986727554155,0.0,0.0,17.031542624428496,0.0,0.0,0.0
235,265,31,outage,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,92.9,2926.3717467198176,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,266,32,outage,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,90.5,2783.2786825971984,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,267,33,outage,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,89.1,2642.399212836697,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,268,34,outage,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,88.9,2501.8359708422126,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,269,35,outage,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,90.6,2358.584792836585,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,270,36,outage,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,95.4,2207.7441484465535,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,271,37,outage,103.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,103.1,2044.7287350648737,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,272,38,outage,110.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,110.7,1869.696666574554,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,273,39,outage,115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,115.9,1686.4426761677964,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,274,40,outage,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,118.5,1499.07772480282,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,275,41,outage,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,118.5,1311.7127734378437,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
235,276,42,outage,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.4982940699265,0.0,0.0,117.5,1125.9289609029513,2395.5986727554155,0.0,0.0,0.0,0.0,0.0,0.0
