,value
n_anchor_hours,8760.0
LOLP,0.015525114155251141
LOLE_hours_per_event,0.05924657534246575
EUE_mean_MWh,0.0492580834964605
EUE_p95_MWh,0.0
EUE_p99_MWh,0.8586210688879975
EUE_max_MWh,22.601198209446068
USE_hours_mean,0.05924657534246575
USE_hours_p95,0.0
max_unserved_MW_mean,0.017968671180435405
max_unserved_MW_p95,0.0
max_unserved_MW_max,3.0
expected_opex_USD,10705.654156920682
