hour,EUE,USE_hours,max_unserved_MW,objective_value,solver_status,solve_time_s,truncated,error_message
1,0.0,0,0.0,1583519.7961824054,optimal,1.0585150999977486,False,
2,0.0,0,0.0,1533360.353215398,optimal,1.2176687000028323,False,
3,0.0,0,0.0,1504262.3211124572,optimal,0.9459067999996478,False,
4,0.0,0,0.0,1511690.082017514,optimal,1.0162752000032924,False,
5,0.0,0,0.0,1531335.3701897329,optimal,1.216446200000064,False,
6,0.0,0,0.0,1558135.10177289,optimal,1.2997278999973787,False,
7,0.0,0,0.0,1546962.8040627085,optimal,1.2540502999981982,False,
8,0.0,0,0.0,1574537.999714868,optimal,1.3552010000057635,False,
9,0.0,0,0.0,1589194.5933000254,optimal,1.2337086999978055,False,
10,0.0,0,0.0,1606225.1983479983,optimal,2.030776899999182,False,
11,0.0,0,0.0,1638237.5301918162,optimal,1.9855623999974341,False,
12,0.0,0,0.0,1648776.4790489173,optimal,1.3224102000021958,False,
13,0.0,0,0.0,1677125.3312287028,optimal,1.1921793000001344,False,
14,0.0,0,0.0,1689022.9017797252,optimal,1.272654499996861,False,
15,0.0,0,0.0,1697440.8452019687,optimal,1.663494799999171,False,
16,0.0,0,0.0,1725682.789769785,optimal,1.2517616999975871,False,
17,0.0,0,0.0,1769418.1221795916,optimal,1.188219099996786,False,
18,0.0,0,0.0,1811923.9730544481,optimal,1.1120535000009113,False,
19,0.0,0,0.0,1861229.0892530412,optimal,1.0582846999968751,False,
20,0.0,0,0.0,1899916.3468757584,optimal,0.28315899999870453,False,
21,0.0,0,0.0,1934165.3163032685,optimal,0.25920829999813577,False,
22,0.0,0,0.0,1960225.6913798405,optimal,1.0450335999994422,False,
23,0.0,0,0.0,1990142.5681624091,optimal,0.25777739999466576,False,
24,0.0,0,0.0,2019586.7570020768,optimal,0.9613731999997981,False,
25,0.0,0,0.0,2048782.828219331,optimal,0.25474640000174986,False,
26,0.0,0,0.0,2073406.0414204604,optimal,0.23903759999666363,False,
27,0.0,0,0.0,2088006.068950963,optimal,0.25060259999736445,False,
28,0.0,0,0.0,2095552.0898750692,optimal,0.2108883999972022,False,
29,0.0,0,0.0,2104504.643460694,optimal,0.21326609999960056,False,
30,0.0,0,0.0,2103565.7919384846,optimal,0.18259630000102334,False,
31,0.0,0,0.0,2094780.5578017314,optimal,0.18395199999940814,False,
32,0.0,0,0.0,2100870.21465663,optimal,0.20863639999879524,False,
33,0.0,0,0.0,2115162.884470483,optimal,0.2770802000013646,False,
34,0.0,0,0.0,2137340.655228713,optimal,0.19083050000335788,False,
35,0.0,0,0.0,2156186.6683627497,optimal,0.1684973000010359,False,
36,0.0,0,0.0,2190533.6643914864,optimal,0.24490799999330193,False,
37,0.0,0,0.0,2205934.1222820664,optimal,0.14156249999359716,False,
38,0.0,0,0.0,2219783.506752687,optimal,0.22955829999409616,False,
39,0.0,0,0.0,2222857.940746799,optimal,0.11711740000464488,False,
40,0.0,0,0.0,2215654.143841285,optimal,0.13076050000381656,False,
