,value
n_anchor_hours,8760.0
LOLP,0.1247716894977169
LOLE_hours_per_event,0.9744292237442922
EUE_mean_MWh,90.31380532978662
EUE_p95_MWh,797.8277594823101
EUE_p99_MWh,1447.6606197228173
EUE_max_MWh,1978.39999906942
USE_hours_mean,0.9744292237442922
USE_hours_p95,9.0
max_unserved_MW_mean,13.335551736091011
max_unserved_MW_p95,116.8
max_unserved_MW_max,146.0
