hour,EUE,USE_hours,max_unserved_MW,objective_value,solver_status,solve_time_s,truncated,error_message
1,0.0,0,0.0,29741.32388279975,optimal,1.8548743999999715,False,
2,0.0,0,0.0,24553.76357709541,optimal,1.6682880999869667,False,
3,0.0,0,0.0,19738.88306688471,optimal,1.7096796999976505,False,
4,0.0,0,0.0,17979.121442979216,optimal,1.8515140999952564,False,
5,0.0,0,0.0,15447.91148574808,optimal,1.4976052999991225,False,
6,0.0,0,0.0,12549.937900967778,optimal,1.79453199999989,False,
7,0.0,0,0.0,12195.434370199742,optimal,1.8467614000110188,False,
8,0.0,0,0.0,13276.890934838002,optimal,1.7583676000067499,False,
9,0.0,0,0.0,16455.375660346952,optimal,1.755036900009145,False,
10,0.0,0,0.0,21054.130588516517,optimal,1.9458993999869563,False,
11,0.0,0,0.0,21379.980382592308,optimal,1.876612499996554,False,
12,0.0,0,0.0,15130.632009572786,optimal,1.8320529000047827,False,
13,0.0,0,0.0,6144.2595129568535,optimal,1.7656863000011072,False,
14,0.0,0,0.0,5456.769112304657,optimal,1.6949385999905644,False,
15,0.0,0,0.0,5456.769112304657,optimal,1.6757214999961434,False,
16,0.0,0,0.0,5456.769112304657,optimal,1.6342937000008533,False,
17,0.0,0,0.0,5456.769112304657,optimal,1.5557976999989478,False,
18,0.0,0,0.0,5456.769112304657,optimal,1.3139515000075335,False,
19,0.0,0,0.0,5456.769112304657,optimal,0.27514240000164136,False,
20,0.0,0,0.0,7632.287356416954,optimal,0.3499311000050511,False,
21,0.0,0,0.0,8539.217285800562,optimal,0.32979669999622274,False,
22,0.0,0,0.0,10324.663060318138,optimal,0.209362699999474,False,
23,0.0,0,0.0,10528.893705724686,optimal,1.0279842000018107,False,
24,0.0,0,0.0,11424.47950095388,optimal,0.954138499990222,False,
25,0.0,0,0.0,12972.663325357262,optimal,0.2641610999999102,False,
26,0.0,0,0.0,15307.430716833303,optimal,0.2447323999949731,False,
27,0.0,0,0.0,16682.564725455137,optimal,0.18772460000764113,False,
28,0.0,0,0.0,17389.721992230174,optimal,0.15506259999528993,False,
29,0.0,0,0.0,16150.014153428005,optimal,0.7563289999961853,False,
30,0.0,0,0.0,14797.806133610196,optimal,0.1420499999949243,False,
31,0.0,0,0.0,16920.221543650914,optimal,0.1456151000020327,False,
32,0.0,0,0.0,19660.437892995044,optimal,0.1204686999990372,False,
33,0.0,0,0.0,22588.206479418666,optimal,0.09118329999910202,False,
34,0.0,0,0.0,26855.112068192386,optimal,0.09386059999815188,False,
35,0.0,0,0.0,25371.59534488572,optimal,0.09747939999215305,False,
36,0.0,0,0.0,23233.198415073402,optimal,0.08939269999973476,False,
37,0.0,0,0.0,23363.477930117017,optimal,0.09524640000017826,False,
38,0.0,0,0.0,20727.672637941563,optimal,0.08732269999745768,False,
39,0.0,0,0.0,19576.484566718238,optimal,0.07440769999811891,False,
40,0.0,0,0.0,23590.969465693575,optimal,0.07336470000154804,False,
41,0.0,0,0.0,26907.922141995445,optimal,0.06143440000596456,False,
42,0.0,0,0.0,25120.758672220698,optimal,0.06970049999654293,False,
43,0.0,0,0.0,23961.772971312053,optimal,0.07375929999398068,False,
44,0.0,0,0.0,25837.96787796098,optimal,0.08765190000121947,False,
45,0.0,0,0.0,32182.130808611917,optimal,0.07186450000153854,False,
46,0.0,0,0.0,36758.6392848096,optimal,0.06334830001287628,False,
47,0.0,0,0.0,45265.45848435405,optimal,0.06951710001158062,False,
48,0.0,0,0.0,53267.8710471682,optimal,0.0750287999981083,False,
49,0.0,0,0.0,58397.943928063934,optimal,0.07643169999937527,False,
50,0.0,0,0.0,60079.43150614893,optimal,0.07584569999016821,False,
51,0.0,0,0.0,62099.21052891605,optimal,0.06986059999326244,False,
52,0.0,0,0.0,64185.94390992001,optimal,0.08485280000604689,False,
53,3.1653020995563024,3,1.384146979301,94233.16119330414,optimal,0.08117750000383239,False,
54,8.727308915068733,6,2.383471641480228,146666.94655326652,optimal,0.08305299999483395,False,
55,9.860775509441963,6,3.0,155880.35240611108,optimal,0.08328580000670627,False,
56,10.597423657579338,6,3.0,164258.51116408134,optimal,0.06536190000770148,False,
57,11.607662599708494,6,3.0,176324.04999745873,optimal,0.08065869999700226,False,
58,12.748136761735534,6,3.0,189902.14692670302,optimal,0.07796480000251904,False,
59,11.359375120255311,5,3.0,178292.97008470458,optimal,0.06929729999683332,False,
60,8.104087888255314,3,3.0,143311.4840074964,optimal,0.08389429999806453,False,
61,7.137623888255305,3,3.0,133646.8440074963,optimal,0.07087300000421237,False,
62,7.962862508049744,5,3.0,140594.4133795986,optimal,0.07704929998726584,False,
63,10.098434776250155,6,3.0,157663.49793025083,optimal,0.07714100000157487,False,
64,14.214408070839152,7,3.0,194536.59274478894,optimal,0.09545300000172574,False,
65,16.40212231533928,8,3.22431,213293.46862614044,optimal,0.07023019999905955,False,
66,17.163054889335182,8,3.4757,219227.60939840187,optimal,0.07147019999683835,False,
67,17.822625702987864,8,3.22431,224265.35820009353,optimal,0.07625220000045374,False,
68,15.542363168318506,7,3.0,203465.7995289754,optimal,0.08614679999300279,False,
69,14.080039673615227,6,3.0,191080.5780521523,optimal,0.09421280000242405,False,
70,11.09596867769103,5,3.0,162958.14070406536,optimal,0.0825775999983307,False,
71,8.987592522710557,3,3.0,141745.61085414916,optimal,0.06693580000137445,False,
72,8.987592522710557,3,3.0,141479.3334606243,optimal,0.06314329999440815,False,
73,11.061991448433353,4,3.0,159842.89371208302,optimal,0.07314449999830686,False,
74,11.061991448433353,4,3.0,160327.77250180082,optimal,0.07131410000147298,False,
75,11.061991448433353,4,3.0,160852.16107006272,optimal,0.07074229999852832,False,
76,11.061991448433353,4,3.0,157719.11348439023,optimal,0.07760720000078436,False,
77,11.061991448433353,4,3.0,155710.40877578466,optimal,0.06368569999176543,False,
78,11.064823395162831,5,3.0,155454.59446979937,optimal,0.061547899997094646,False,
79,15.98446361031426,7,3.062149888476401,201819.5723290134,optimal,0.06664520000049379,False,
80,16.574967155441822,8,3.062149888476401,206865.84753821103,optimal,0.06635809999716002,False,
81,16.117754695028342,7,3.0,199333.0653585856,optimal,0.07698349999554921,False,
82,15.580364587030981,7,3.0,190602.08857573583,optimal,0.05853780001052655,False,
83,13.692817159532837,5,3.0,171107.9852837865,optimal,0.07128780000493862,False,
84,11.742161159532834,4,3.0,147113.147180983,optimal,0.0632737999985693,False,
