"Scenario","Technology","Hour","Charging power (MW)","Discharging power (MW)","State of charge (MWh)"
"1","PHS","126",0.00000,0.00000,0.00000
"1","H2","126",0.00000,0.00000,0.00000
"1","Li-Ion","127",0.00000,0.00000,0.00000
"1","Vanadium","127",0.00000,0.00000,0.00000
"1","PHS","127",0.00000,0.00000,0.00000
"1","H2","127",0.00000,0.00000,0.00000
"1","Li-Ion","128",0.00000,0.00000,0.00000
"1","Vanadium","128",0.00000,0.00000,0.00000
"1","PHS","128",0.00000,0.00000,0.00000
"1","H2","128",0.00000,0.00000,0.00000
"1","Li-Ion","129",0.00000,0.00000,0.00000
"1","Vanadium","129",0.00000,0.00000,0.00000
"1","PHS","129",0.00000,0.00000,0.00000
"1","H2","129",0.00000,0.00000,0.00000
"1","Li-Ion","130",0.00000,0.00000,0.00000
"1","Vanadium","130",0.00000,0.00000,0.00000
"1","PHS","130",0.00000,0.00000,0.00000
"1","H2","130",0.00000,0.00000,0.00000
"1","Li-Ion","131",0.00000,0.00000,0.00000
"1","Vanadium","131",0.00000,0.00000,0.00000
"1","PHS","131",0.00000,0.00000,0.00000
"1","H2","131",0.00000,0.00000,0.00000
"1","Li-Ion","132",0.00000,0.00000,0.00000
"1","Vanadium","132",0.00000,0.00000,0.00000
"1","PHS","132",0.00000,0.00000,0.00000
"1","H2","132",0.00000,0.00000,0.00000
"1","Li-Ion","133",0.00000,0.00000,0.00000
"1","Vanadium","133",0.00000,0.00000,0.00000
"1","PHS","133",0.00000,0.00000,0.00000
"1","H2","133",0.00000,0.00000,0.00000
"1","Li-Ion","134",0.00000,0.00000,0.00000
"1","Vanadium","134",0.00000,0.00000,0.00000
"1","PHS","134",0.00000,0.00000,0.00000
"1","H2","134",0.00000,0.00000,0.00000
"1","Li-Ion","135",0.00000,0.00000,0.00000
"1","Vanadium","135",0.00000,0.00000,0.00000
"1","PHS","135",0.00000,0.00000,0.00000
"1","H2","135",0.00000,0.00000,0.00000
"1","Li-Ion","136",0.00000,0.00000,0.00000
"1","Vanadium","136",0.00000,0.00000,0.00000
"1","PHS","136",0.00000,0.00000,0.00000
"1","H2","136",0.00000,0.00000,0.00000
"1","Li-Ion","137",0.00000,0.00000,0.00000
"1","Vanadium","137",0.00000,0.00000,0.00000
"1","PHS","137",0.00000,0.00000,0.00000
"1","H2","137",0.00000,0.00000,0.00000
"1","Li-Ion","138",0.00000,0.00000,0.00000
"1","Vanadium","138",0.00000,0.00000,0.00000
"1","PHS","138",0.00000,0.00000,0.00000
