,value
n_anchor_hours,8760.0
LOLP,0.05091324200913242
LOLE_hours_per_event,0.2197488584474886
EUE_mean_MWh,0.4158802846710576
EUE_p95_MWh,0.09940830799335723
EUE_p99_MWh,13.482740098791753
EUE_max_MWh,40.42678516432363
USE_hours_mean,0.2197488584474886
USE_hours_p95,1.0
max_unserved_MW_mean,0.11633954722269244
max_unserved_MW_p95,0.09940830799335723
max_unserved_MW_max,3.43661
expected_opex_USD,13099.734165383737
