case,tag,soc_frac,objective_total_USD,solver_status,thermal_var_USD,storage_var_USD,imports_USD,exports_USD,demand_charges_USD,curtailment_USD,fom_USD
mea,0.5SOC,0.5,55695561.95622841,optimal,0.0,0.0,29243096.811598122,0.0,3638456.4104918945,0.0,22814008.7341384
mea,0.6SOC,0.6,55944304.68048836,optimal,0.0,0.0,29446001.326661397,0.0,3684294.6196885672,0.0,22814008.7341384
mea,0.7SOC,0.7,56215302.550287075,optimal,0.0,0.0,29665689.98504682,0.0,3735603.831101854,0.0,22814008.7341384
mea,0.8SOC,0.8,56700713.79800204,optimal,0.0,0.0,30030082.828875724,0.0,3856622.234987915,0.0,22814008.7341384
mea,0.9SOC,0.9,57220476.940216556,optimal,0.0,0.0,30438077.79358487,0.0,3968390.412493289,0.0,22814008.7341384
mea,1.0SOC,1.0,57869325.60281549,optimal,0.0,0.0,30943241.504824895,0.0,4112075.363852193,0.0,22814008.7341384
