"Scenario","Technology","Hour","Charging power (MW)","Discharging power (MW)","State of charge (MWh)"
"1","Li-Ion","1",51.88639,0.00000,464.69071
"1","Vanadium","1",0.00000,0.00000,0.00000
"1","PHS","1",0.00000,0.00000,0.00000
"1","H2","1",56.94929,0.00000,10848.11088
"1","Li-Ion","2",21.29498,0.00000,484.32372
"1","Vanadium","2",0.00000,0.00000,0.00000
"1","PHS","2",0.00000,0.00000,0.00000
"1","H2","2",112.08825,0.00000,10919.00172
"1","Li-Ion","3",0.00000,0.00000,484.32372
"1","Vanadium","3",0.00000,0.00000,0.00000
"1","PHS","3",0.00000,0.00000,0.00000
"1","H2","3",55.04240,0.00000,10953.81359
"1","Li-Ion","4",0.00000,0.00000,484.32372
"1","Vanadium","4",0.00000,0.00000,0.00000
"1","PHS","4",0.00000,0.00000,0.00000
"1","H2","4",0.00000,0.00000,10953.81359
"1","Li-Ion","5",0.00000,0.00000,484.32372
"1","Vanadium","5",0.00000,0.00000,0.00000
"1","PHS","5",0.00000,0.00000,0.00000
"1","H2","5",0.00000,0.00000,10953.81359
"1","Li-Ion","6",0.00000,0.00000,484.32372
"1","Vanadium","6",0.00000,0.00000,0.00000
"1","PHS","6",0.00000,0.00000,0.00000
"1","H2","6",0.00000,0.00000,10953.81359
"1","Li-Ion","7",0.00000,0.00000,484.32372
"1","Vanadium","7",0.00000,0.00000,0.00000
"1","PHS","7",0.00000,0.00000,0.00000
"1","H2","7",0.00000,0.00000,10953.81359
"1","Li-Ion","8",0.00000,16.46184,466.46834
"1","Vanadium","8",0.00000,0.00000,0.00000
"1","PHS","8",0.00000,0.00000,0.00000
"1","H2","8",0.00000,0.00000,10953.81359
"1","Li-Ion","9",0.00000,0.00000,466.46834
"1","Vanadium","9",0.00000,0.00000,0.00000
"1","PHS","9",0.00000,0.00000,0.00000
"1","H2","9",0.00000,0.00000,10953.81359
"1","Li-Ion","10",0.00000,0.00000,466.46834
"1","Vanadium","10",0.00000,0.00000,0.00000
"1","PHS","10",0.00000,0.00000,0.00000
"1","H2","10",0.00000,5.35535,10945.34603
"1","Li-Ion","11",0.00000,0.00000,466.46834
"1","Vanadium","11",0.00000,0.00000,0.00000
"1","PHS","11",0.00000,0.00000,0.00000
"1","H2","11",0.00000,29.56184,10898.60465
"1","Li-Ion","12",0.00000,0.00000,466.46834
"1","Vanadium","12",0.00000,0.00000,0.00000
"1","PHS","12",0.00000,0.00000,0.00000
"1","H2","12",0.00000,0.00000,10898.60465
"1","Li-Ion","13",0.00000,0.00000,466.46834
"1","Vanadium","13",0.00000,0.00000,0.00000
"1","PHS","13",0.00000,0.00000,0.00000
"1","H2","13",0.00000,26.07940,10857.36950
"1","Li-Ion","14",0.00000,0.00000,466.46834
"1","Vanadium","14",0.00000,0.00000,0.00000
"1","PHS","14",0.00000,0.00000,0.00000
"1","H2","14",0.00000,18.91133,10827.46807
"1","Li-Ion","15",0.00000,0.00000,466.46834
"1","Vanadium","15",0.00000,0.00000,0.00000
"1","PHS","15",0.00000,0.00000,0.00000
"1","H2","15",0.00000,3.88751,10821.32137
"1","Li-Ion","16",0.00000,23.91605,440.52775
"1","Vanadium","16",0.00000,0.00000,0.00000
"1","PHS","16",0.00000,0.00000,0.00000
"1","H2","16",0.00000,0.00000,10821.32137
"1","Li-Ion","17",0.00000,40.53851,396.55756
"1","Vanadium","17",0.00000,0.00000,0.00000
"1","PHS","17",0.00000,0.00000,0.00000
"1","H2","17",0.00000,0.00000,10821.32137
"1","Li-Ion","18",0.00000,43.88579,348.95674
"1","Vanadium","18",0.00000,0.00000,0.00000
"1","PHS","18",0.00000,0.00000,0.00000
"1","H2","18",0.00000,0.00000,10821.32137
"1","Li-Ion","19",0.00000,42.26184,303.11733
"1","Vanadium","19",0.00000,0.00000,0.00000
"1","PHS","19",0.00000,0.00000,0.00000
