"Scenario","Hour","Solar PV Generation (MW)","Solar PV Curtailment (MW)","Wind Generation (MW)","Wind Curtailment (MW)","Gas CC Generation (MW)","Diesel Generation (MW)","Power from Storage and Gas CC to Storage (MW)","Imports (MW)","Exports (MW)","Hydropower (MW)"
"1","1",0.00000,0.00000,207.33568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","2",0.00000,0.00000,228.08323,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","3",0.00000,0.00000,146.04240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","4",0.00000,0.00000,33.75758,0.00000,0.00000,0.00000,0.00000,54.94242,0.00000,0.00000
"1","5",0.00000,0.00000,34.01279,0.00000,0.00000,0.00000,0.00000,53.78721,0.00000,0.00000
"1","6",0.00000,0.00000,12.27121,0.00000,0.00000,0.00000,0.00000,76.22879,0.00000,0.00000
"1","7",0.00000,0.00000,14.83435,0.00000,0.00000,0.00000,0.00000,75.56565,0.00000,0.00000
"1","8",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,76.73816,0.00000,0.00000
"1","9",0.00000,0.00000,24.98654,0.00000,0.00000,0.00000,0.00000,72.81346,0.00000,0.00000
"1","10",0.00000,0.00000,20.90649,0.00000,0.00000,0.00000,0.00000,76.73816,0.00000,0.00000
"1","11",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,76.73816,0.00000,0.00000
"1","12",36.67581,0.00000,3.94122,0.00000,0.00000,0.00000,0.00000,66.88297,0.00000,0.00000
"1","13",7.38244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,76.73816,0.00000,0.00000
"1","14",13.25127,0.00000,2.39925,0.00000,0.00000,0.00000,0.00000,76.73816,0.00000,0.00000
"1","15",8.00246,0.00000,23.07187,0.00000,0.00000,0.00000,0.00000,76.73816,0.00000,0.00000
