start_hour,hour,hour_in_window,phase,Load,Nuclear,Hydro,OtherRenewables,Psolar_av_3621133,Psolar_disp_3621133,Pwind_av_994997,Pwind_disp_994997,Pcha_Li-Ion,Pdis_Li-Ion,SOC_Li-Ion,RecoverySocSlack_Li-Ion,Pcha_H2,Pdis_H2,SOC_H2,RecoverySocSlack_H2,Pimp,Pexp,Unserved,Curtailment_solar,Curtailment_wind,Curtailment_total
269,269,1,outage,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,90.6,8213.71586964481,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,270,2,outage,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,95.4,8062.875225254779,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,271,3,outage,103.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,103.1,7899.859811873101,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,272,4,outage,110.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,110.7,7724.827743382781,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,273,5,outage,115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,115.9,7541.573752976023,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,274,6,outage,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,118.5,7354.2088016110465,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,275,7,outage,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,118.5,7166.84385024607,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,276,8,outage,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,117.5,6981.060037711178,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,277,9,outage,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,116.0,6797.647933421412,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,278,10,outage,115.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,115.4,6615.184512429696,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,279,11,outage,115.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,115.3,6432.879205320989,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,280,12,outage,116.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,116.6,6248.518417733173,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,281,13,outage,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,121.8,6055.935708228919,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,282,14,outage,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,127.0,5855.131076808227,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,283,15,outage,125.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,125.9,5656.065698100627,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,284,16,outage,122.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,122.9,5461.74373588328,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,285,17,outage,118.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,118.9,5273.74632898627,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,286,18,outage,112.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,112.8,5095.393868952773,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,287,19,outage,105.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,105.3,4928.899950144908,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,288,20,outage,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,98.6,4772.999661498607,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,289,21,outage,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,94.1,4624.2144975876845,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,290,22,outage,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,91.7,4479.224066868965,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,291,23,outage,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,90.7,4335.814774980328,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,292,24,outage,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,90.5,4192.721710857709,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,293,25,outage,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,78.21004030965634,4069.0607792216615,3514.2860181108567,0.0,0.0,14.18995969034367,0.0,0.0,0.0
269,294,26,outage,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,97.1,3915.532198820487,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,295,27,outage,105.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,105.1,3749.3545077786384,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,296,28,outage,112.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,112.6,3571.318275511159,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,297,29,outage,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,119.0,3383.1627547311405,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,298,30,outage,122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,122.5,3189.4732480458274,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,299,31,outage,121.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,121.6,2997.20676630759,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,300,32,outage,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,121.0,2805.888967867403,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,301,33,outage,120.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,120.2,2615.8360804912836,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,302,34,outage,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,120.0,2426.099420881181,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,303,35,outage,119.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,119.6,2236.995216803112,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,304,36,outage,119.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,119.3,2048.365354374068,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,305,37,outage,123.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,123.3,1853.4109366246873,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,306,38,outage,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,126.0,1654.1874440340794,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,307,39,outage,124.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,124.2,1457.810001337623,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,308,40,outage,121.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,121.2,1266.1759751314191,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,309,41,outage,117.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,117.2,1080.866504245552,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,310,42,outage,112.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,112.4,903.146499744089,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,311,43,outage,105.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,105.8,735.8620115211818,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,312,44,outage,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,99.2,579.0130395768301,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,313,45,outage,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,94.6,429.43730625086584,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,314,46,outage,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,92.0,283.97253388312043,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,315,47,outage,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,90.0,141.67003917554337,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,316,48,outage,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0841727465995,0.0,0.0,89.6,0.0,3514.2860181108567,0.0,0.0,0.0,0.0,0.0,0.0
269,317,49,recovery,90.1,0.0,0.0,0.0,0.0,0.0,111.58332102332373,111.58332102332373,0.0,2.521926879196918,81.3487589841527,0.0,142.18804,0.0,89.92761248702558,3514.2860181108567,118.18279209747935,0.0,0.0,0.0,0.0,0.0
269,318,50,recovery,92.0,0.0,0.0,0.0,0.0,0.0,131.47791044566875,131.47791044566875,0.0,74.99985,0.0,0.0,142.18804,0.0,179.85522497405117,3514.2860181108567,27.71027955433125,0.0,0.0,0.0,0.0,0.0
269,319,51,recovery,95.6,0.0,0.0,0.0,0.0,0.0,89.64607974724538,89.64607974724538,0.0,0.0,0.0,0.0,142.18804,0.0,269.7828374610767,3514.2860181108567,148.14196025275461,0.0,0.0,0.0,0.0,0.0
269,320,52,recovery,100.9,0.0,0.0,0.0,0.0,0.0,57.4428982420784,57.4428982420784,0.0,0.0,0.0,0.0,142.18804,0.0,359.71044994810234,3514.2860181108567,185.6451417579216,0.0,0.0,0.0,0.0,0.0
