"Scenario","Hour","Solar PV Generation (MW)","Solar PV Curtailment (MW)","Wind Generation (MW)","Wind Curtailment (MW)","Gas CC Generation (MW)","Diesel Generation (MW)","Power from Storage and Gas CC to Storage (MW)","Imports (MW)","Exports (MW)","Hydropower (MW)"
"1","49",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","50",0.00000,0.00000,26.65196,0.00000,0.00000,0.00000,0.00000,59.44804,0.00000,0.00000
"1","51",0.00000,0.00000,106.82804,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","52",0.00000,0.00000,145.47424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","53",0.00000,0.00000,167.92895,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","54",0.00000,0.00000,34.84778,0.00000,0.00000,0.00000,0.00000,55.25222,0.00000,0.00000
"1","55",0.00000,0.00000,122.80634,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","56",0.00000,0.00000,60.32205,0.00000,0.00000,0.00000,0.00000,41.97795,0.00000,0.00000
"1","57",0.00000,0.00000,46.80610,0.00000,0.00000,0.00000,0.00000,61.69390,0.00000,0.00000
"1","58",0.00000,0.00000,75.32758,0.00000,0.00000,0.00000,0.00000,38.07242,0.00000,0.00000
"1","59",0.00000,0.00000,30.27731,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","60",48.59353,0.00000,37.56226,0.00000,0.00000,0.00000,0.00000,28.94420,0.00000,0.00000
"1","61",110.48688,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.81312,0.00000,0.00000
"1","62",123.72185,0.00000,23.87206,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","63",70.45066,0.00000,96.54708,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","64",34.72060,0.00000,140.06183,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","65",0.00000,0.00000,114.56701,0.00000,0.00000,0.00000,0.00000,8.63299,0.00000,0.00000
"1","66",0.00000,0.00000,128.77850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","67",0.00000,0.00000,86.19437,0.00000,0.00000,0.00000,0.00000,38.70563,0.00000,0.00000
"1","68",0.00000,0.00000,73.22161,0.00000,0.00000,0.00000,0.00000,48.17839,0.00000,0.00000
"1","69",0.00000,0.00000,48.85581,0.00000,0.00000,0.00000,0.00000,67.94419,0.00000,0.00000
"1","70",0.00000,0.00000,56.76845,0.00000,0.00000,0.00000,0.00000,54.13155,0.00000,0.00000
"1","71",0.00000,0.00000,70.13478,0.00000,0.00000,0.00000,0.00000,33.16522,0.00000,0.00000
"1","72",0.00000,0.00000,81.14360,0.00000,0.00000,0.00000,0.00000,15.15640,0.00000,0.00000
"1","73",0.00000,0.00000,67.08416,0.00000,0.00000,0.00000,0.00000,24.61584,0.00000,0.00000
"1","74",0.00000,0.00000,34.55146,0.00000,0.00000,0.00000,0.00000,53.94854,0.00000,0.00000
"1","75",0.00000,0.00000,34.78080,0.00000,0.00000,0.00000,0.00000,52.31920,0.00000,0.00000
"1","76",0.00000,0.00000,37.13725,0.00000,0.00000,0.00000,0.00000,49.46275,0.00000,0.00000
"1","77",0.00000,0.00000,35.88879,0.00000,0.00000,0.00000,0.00000,52.01121,0.00000,0.00000
"1","78",0.00000,0.00000,28.91505,0.00000,0.00000,0.00000,0.00000,62.78495,0.00000,0.00000
"1","79",0.00000,0.00000,40.41225,0.00000,0.00000,0.00000,0.00000,56.98775,0.00000,0.00000
"1","80",0.00000,0.00000,70.93915,0.00000,0.00000,0.00000,0.00000,32.66085,0.00000,0.00000
"1","81",0.00000,0.00000,80.42168,0.00000,0.00000,0.00000,0.00000,29.07832,0.00000,0.00000
