"Scenario","Technology","Hour","Charging power (MW)","Discharging power (MW)","State of charge (MWh)"
"1","PHS","76",0.00000,0.00000,0.00000
"1","H2","76",0.00000,0.00000,10587.53742
"1","Li-Ion","77",0.00000,0.00000,346.11494
"1","Vanadium","77",0.00000,0.00000,0.00000
"1","PHS","77",0.00000,0.00000,0.00000
"1","H2","77",0.00000,0.00000,10587.53742
"1","Li-Ion","78",0.00000,0.00000,346.11494
"1","Vanadium","78",0.00000,0.00000,0.00000
"1","PHS","78",0.00000,0.00000,0.00000
"1","H2","78",0.00000,0.00000,10587.53742
"1","Li-Ion","79",0.00000,0.00000,346.11494
"1","Vanadium","79",0.00000,0.00000,0.00000
"1","PHS","79",0.00000,0.00000,0.00000
"1","H2","79",0.00000,0.00000,10587.53742
"1","Li-Ion","80",0.00000,0.00000,346.11494
"1","Vanadium","80",0.00000,0.00000,0.00000
"1","PHS","80",0.00000,0.00000,0.00000
"1","H2","80",0.00000,0.00000,10587.53742
"1","Li-Ion","81",0.00000,0.00000,346.11494
"1","Vanadium","81",0.00000,0.00000,0.00000
"1","PHS","81",0.00000,0.00000,0.00000
"1","H2","81",0.00000,0.00000,10587.53742
"1","Li-Ion","82",0.00000,0.00000,346.11494
"1","Vanadium","82",0.00000,0.00000,0.00000
"1","PHS","82",0.00000,0.00000,0.00000
"1","H2","82",0.00000,0.00000,10587.53742
"1","Li-Ion","83",0.00000,0.00000,346.11494
"1","Vanadium","83",0.00000,0.00000,0.00000
"1","PHS","83",0.00000,0.00000,0.00000
"1","H2","83",0.00000,0.00000,10587.53742
"1","Li-Ion","84",34.19408,0.00000,377.64032
"1","Vanadium","84",0.00000,0.00000,0.00000
"1","PHS","84",0.00000,0.00000,0.00000
"1","H2","84",0.00000,0.00000,10587.53742
"1","Li-Ion","85",54.93893,0.00000,428.29151
"1","Vanadium","85",0.00000,0.00000,0.00000
"1","PHS","85",0.00000,0.00000,0.00000
"1","H2","85",0.00000,0.00000,10587.53742
"1","Li-Ion","86",50.77114,0.00000,475.10020
"1","Vanadium","86",0.00000,0.00000,0.00000
"1","PHS","86",0.00000,0.00000,0.00000
"1","H2","86",0.00000,0.00000,10587.53742
"1","Li-Ion","87",0.00000,0.00000,475.10020
"1","Vanadium","87",0.00000,0.00000,0.00000
"1","PHS","87",0.00000,0.00000,0.00000
"1","H2","87",0.00000,0.00000,10587.53742
"1","Li-Ion","88",0.00000,0.00000,475.10020
"1","Vanadium","88",0.00000,0.00000,0.00000
"1","PHS","88",0.00000,0.00000,0.00000
"1","H2","88",0.00000,4.24330,10580.82818
"1","Li-Ion","89",0.00000,0.00000,475.10020
"1","Vanadium","89",0.00000,0.00000,0.00000
"1","PHS","89",0.00000,0.00000,0.00000
"1","H2","89",0.00000,26.45445,10539.00002
"1","Li-Ion","90",0.00000,0.00000,475.10020
"1","Vanadium","90",0.00000,0.00000,0.00000
"1","PHS","90",0.00000,0.00000,0.00000
"1","H2","90",0.00000,34.54722,10484.37607
"1","Li-Ion","91",0.00000,0.00000,475.10020
"1","Vanadium","91",0.00000,0.00000,0.00000
"1","PHS","91",0.00000,0.00000,0.00000
"1","H2","91",0.00000,0.00000,10484.37607
"1","Li-Ion","92",0.00000,0.00000,475.10020
"1","Vanadium","92",0.00000,0.00000,0.00000
"1","PHS","92",0.00000,0.00000,0.00000
"1","H2","92",0.00000,0.00000,10484.37607
"1","Li-Ion","93",0.00000,0.00000,475.10020
"1","Vanadium","93",0.00000,0.00000,0.00000
"1","PHS","93",0.00000,0.00000,0.00000
"1","H2","93",0.00000,0.00000,10484.37607
"1","Li-Ion","94",0.00000,0.00000,475.10020
"1","Vanadium","94",0.00000,0.00000,0.00000
"1","PHS","94",0.00000,0.00000,0.00000
"1","H2","94",0.00000,0.00000,10484.37607
"1","Li-Ion","95",0.00000,0.00000,475.10020
"1","Vanadium","95",0.00000,0.00000,0.00000
"1","PHS","95",0.00000,0.00000,0.00000
"1","H2","95",0.00000,0.00000,10484.37607
"1","Li-Ion","96",0.00000,0.00000,475.10020
"1","Vanadium","96",0.00000,0.00000,0.00000
"1","PHS","96",0.00000,0.00000,0.00000
"1","H2","96",0.00000,0.00000,10484.37607
"1","Li-Ion","97",0.00000,0.00000,475.10020
"1","Vanadium","97",0.00000,0.00000,0.00000
"1","PHS","97",0.00000,0.00000,0.00000
"1","H2","97",0.00000,0.00000,10484.37607
"1","Li-Ion","98",0.00000,0.00000,475.10020
"1","Vanadium","98",0.00000,0.00000,0.00000
"1","PHS","98",0.00000,0.00000,0.00000
"1","H2","98",0.00000,0.00000,10484.37607
"1","Li-Ion","99",0.00000,0.00000,475.10020
"1","Vanadium","99",0.00000,0.00000,0.00000
"1","PHS","99",0.00000,0.00000,0.00000
"1","H2","99",0.00000,0.00000,10484.37607
"1","Li-Ion","100",0.00000,0.00000,475.10020
"1","Vanadium","100",0.00000,0.00000,0.00000
