hour,EUE,USE_hours,max_unserved_MW,objective_value,solver_status,solve_time_s,truncated,error_message
1,0.0,0,0.0,50867.184343020665,optimal,1.3834804000071017,False,
2,0.0,0,0.0,48108.87093992405,optimal,0.9384966999932658,False,
3,0.0,0,0.0,45480.960305056025,optimal,0.944215700001223,False,
4,0.0,0,0.0,43721.198681150534,optimal,0.9282519999978831,False,
5,0.0,0,0.0,39252.04621945256,optimal,0.8845062000036705,False,
6,0.0,0,0.0,37542.313306017735,optimal,1.0462598000012804,False,
7,0.0,0,0.0,37187.80977524969,optimal,0.9880513999960385,False,
8,0.0,0,0.0,38269.26633988795,optimal,0.9068518999993103,False,
9,0.0,0,0.0,41447.75106539691,optimal,0.968108699991717,False,
10,0.0,0,0.0,46046.50599356646,optimal,0.8786290999996709,False,
11,0.0,0,0.0,46231.613403595955,optimal,0.9020993000012822,False,
12,0.0,0,0.0,38587.512840409574,optimal,0.9141136999969603,False,
13,0.0,0,0.0,29601.14034379366,optimal,0.8754849999968428,False,
14,0.0,0,0.0,25145.019086165175,optimal,0.854704799989122,False,
15,0.0,0,0.0,20434.02528203262,optimal,0.7949823999952059,False,
16,0.0,0,0.0,20657.865051992085,optimal,0.8077866999956314,False,
17,0.0,0,0.0,22871.008200951877,optimal,0.11703900000429712,False,
18,0.0,0,0.0,25389.22793235142,optimal,0.08073779998812824,False,
19,0.0,0,0.0,28110.296650193734,optimal,0.7236124000046402,False,
20,0.0,0,0.0,31089.168187253777,optimal,0.10305009999137837,False,
21,0.0,0,0.0,31996.098116637357,optimal,0.09726880000380334,False,
22,0.0,0,0.0,33781.54389115496,optimal,0.12147790000017267,False,
23,0.0,0,0.0,33985.77453656153,optimal,0.08255249999638181,False,
24,0.0,0,0.0,34881.36033179069,optimal,0.0866595999978017,False,
25,0.0,0,0.0,36429.54415619408,optimal,0.09495590000005905,False,
26,0.0,0,0.0,38764.31154767009,optimal,0.5959958000021288,False,
27,0.0,0,0.0,40139.44555629193,optimal,0.08107980000204407,False,
28,0.0,0,0.0,40846.602823066976,optimal,0.08489679999183863,False,
29,0.0,0,0.0,39606.894984264814,optimal,0.5620740000013029,False,
30,0.0,0,0.0,38254.68696444697,optimal,0.0845846000011079,False,
31,0.0,0,0.0,40377.1023744877,optimal,0.07705420001002494,False,
32,0.0,0,0.0,43117.318723831864,optimal,0.08286320000479463,False,
