start_hour,tech,recovery_end_hour,recovery_target_MWh,soc_at_recovery_end_MWh,recovery_soc_slack_MWh,soc_slack_cost_USD
1,Li-Ion,48,0.0,0.0,0.0,0.0
1,H2,48,102.45779684122732,57.04738161051131,45.41041523071601,45410.41523071601
2,Li-Ion,49,0.0,0.0,0.0,0.0
2,H2,49,102.45779684122732,59.80569501360786,42.65210182761939,42652.10182761939
3,Li-Ion,50,0.0,0.0,0.0,0.0
3,H2,50,102.45779684122732,62.433605648475876,40.02419119275137,40024.191192751365
4,Li-Ion,51,0.0,0.0,0.0,0.0
4,H2,51,102.45779684122732,64.19336727238138,38.26442956884587,38264.42956884587
5,Li-Ion,52,0.0,0.0,0.0,0.0
5,H2,52,102.45779684122732,68.66251973407935,33.79527710714791,33795.27710714791
6,Li-Ion,53,0.0,0.0,0.0,0.0
6,H2,53,102.45779684122732,70.37225264751419,32.08554419371308,32085.54419371308
7,Li-Ion,54,0.0,0.0,0.0,0.0
7,H2,54,102.45779684122732,70.72675617828223,31.731040662945034,31731.040662945034
8,Li-Ion,55,0.0,0.0,0.0,0.0
8,H2,55,102.45779684122732,69.64529961364397,32.81249722758329,32812.49722758329
9,Li-Ion,56,0.0,0.0,0.0,0.0
9,H2,56,102.45779684122732,66.46681488813502,35.990981953092245,35990.98195309225
10,Li-Ion,57,0.0,0.0,0.0,0.0
10,H2,57,102.45779684122732,61.86805995996545,40.58973688126181,40589.73688126181
11,Li-Ion,58,0.0,0.0,0.0,0.0
11,H2,58,102.45779684122732,61.68295254993595,40.7748442912913,40774.8442912913
12,Li-Ion,59,0.0,0.0,0.0,0.0
12,H2,59,102.45779684122732,69.32705311312235,33.13074372810492,33130.74372810492
13,Li-Ion,60,0.0,0.0,0.0,0.0
13,H2,60,102.45779684122732,78.31342560973827,24.144371231489004,24144.371231489004
14,Li-Ion,61,0.0,0.0,0.0,0.0
14,H2,61,102.45779684122732,82.76954686736676,19.68824997386052,19688.24997386052
15,Li-Ion,62,0.0,0.0,0.0,0.0
15,H2,62,102.45779684122732,87.48054067149933,14.977256169727962,14977.256169727962
16,Li-Ion,63,0.0,0.0,0.0,0.0
16,H2,63,102.45779684122732,87.25670090153986,15.201095939687429,15201.09593968743
17,Li-Ion,64,0.0,0.0,0.0,0.0
17,H2,64,102.45779684122732,85.04355775258007,17.41423908864722,17414.23908864722
18,Li-Ion,65,0.0,0.0,0.0,0.0
18,H2,65,102.45779684122732,82.52533802118052,19.93245882004676,19932.458820046762
19,Li-Ion,66,0.0,0.0,0.0,0.0
19,H2,66,102.45779684122732,79.80426930333824,22.653527537889076,22653.527537889076
20,Li-Ion,67,0.0,0.0,0.0,0.0
20,H2,67,102.45779684122732,76.8253977662782,25.63239907494912,25632.39907494912
21,Li-Ion,68,0.0,0.0,0.0,0.0
21,H2,68,102.45779684122732,75.91846783689462,26.5393290043327,26539.3290043327
22,Li-Ion,69,0.0,0.0,0.0,0.0
22,H2,69,102.45779684122732,74.13302206237702,28.324774778850298,28324.774778850297
23,Li-Ion,70,0.0,0.0,0.0,0.0
23,H2,70,102.45779684122732,73.92879141697045,28.529005424256866,28529.005424256866
24,Li-Ion,71,0.0,0.0,0.0,0.0
24,H2,71,102.45779684122732,73.03320562174129,29.424591219486032,29424.591219486032
25,Li-Ion,72,0.0,0.0,0.0,0.0
25,H2,72,102.45779684122732,71.4850217973379,30.972775043889428,30972.77504388943
26,Li-Ion,73,0.0,0.0,0.0,0.0
26,H2,73,102.45779684122732,69.15025440586189,33.307542435365434,33307.54243536543
27,Li-Ion,74,0.0,0.0,0.0,0.0
27,H2,74,102.45779684122732,67.77512039724004,34.682676443987276,34682.67644398728
28,Li-Ion,75,0.0,0.0,0.0,0.0
28,H2,75,102.45779684122732,67.067963130465,35.38983371076232,35389.833710762316
29,Li-Ion,76,0.0,0.0,0.0,0.0
29,H2,76,102.45779684122732,68.30767096926716,34.15012587196016,34150.125871960154
30,Li-Ion,77,0.0,0.0,0.0,0.0
30,H2,77,102.45779684122732,69.659878989085,32.79791785214232,32797.91785214232
31,Li-Ion,78,0.0,0.0,0.0,0.0
31,H2,78,102.45779684122732,67.53746357904427,34.92033326218305,34920.33326218305
32,Li-Ion,79,0.0,0.0,0.0,0.0
32,H2,79,102.45779684122732,64.79724722970012,37.6605496115272,37660.5496115272
33,Li-Ion,80,0.0,0.0,0.0,0.0
33,H2,80,102.45779684122732,61.869478643276494,40.58831819795083,40588.31819795083
34,Li-Ion,81,0.0,0.0,0.0,0.0
34,H2,81,102.45779684122732,55.96038943130424,46.49740740992308,46497.40740992308
35,Li-Ion,82,0.0,0.0,0.0,0.0
35,H2,82,102.45779684122732,54.687479094193854,47.77031774703347,47770.31774703346
36,Li-Ion,83,0.0,0.0,0.0,0.0
36,H2,83,102.45779684122732,55.57239234441234,46.88540449681498,46885.404496814976
37,Li-Ion,84,0.0,0.0,0.0,0.0
37,H2,84,102.45779684122732,55.44211282936874,47.01568401185858,47015.68401185858
38,Li-Ion,85,0.0,0.0,0.0,0.0
38,H2,85,102.45779684122732,58.07791812154419,44.37987871968313,44379.878719683125
39,Li-Ion,86,0.0,4.412404559513875,0.0,0.0
39,H2,86,102.45779684122732,60.58733615489438,41.87046068633293,41870.46068633293
40,Li-Ion,87,0.0,9.770324381780721,0.0,0.0
40,H2,87,102.45779684122732,60.587336154894366,41.87046068633295,41870.460686332946
41,Li-Ion,88,0.0,4.412404559513875,0.0,0.0
41,H2,88,102.45779684122732,57.60098629912599,44.85681054210133,44856.81054210133
42,Li-Ion,89,0.0,6.762662807128248,0.0,0.0
42,H2,89,102.45779684122732,59.388149768900725,43.069647072326596,43069.647072326596
43,Li-Ion,90,0.0,0.0,0.0,0.0
43,H2,90,102.45779684122732,60.17352734640377,42.28426949482355,42284.269494823544
44,Li-Ion,91,0.0,0.0,0.0,0.0
44,H2,91,102.45779684122732,55.85287438367642,46.6049224575509,46604.9224575509
45,Li-Ion,92,0.0,0.0,0.0,0.0
45,H2,92,102.45779684122732,51.70422879204125,50.75356804918607,50753.56804918607
46,Li-Ion,93,0.0,0.0,0.0,0.0
46,H2,93,102.45779684122732,46.03569557817898,56.42210126304834,56422.10126304834
47,Li-Ion,94,0.0,0.0,0.0,0.0
47,H2,94,102.45779684122732,38.66416337448673,63.79363346674059,63793.63346674059
48,Li-Ion,95,0.0,0.0,0.0,0.0
48,H2,95,102.45779684122732,29.89606625839952,72.5617305828278,72561.7305828278
49,Li-Ion,96,0.0,0.0,0.0,0.0
49,H2,96,102.45779684122732,24.263908773044214,78.1938880681831,78193.88806818309
50,Li-Ion,97,0.0,0.0,0.0,0.0
50,H2,97,102.45779684122732,23.01763883779803,79.44015800342929,79440.15800342929
51,Li-Ion,98,0.0,0.0,0.0,0.0
51,H2,98,102.45779684122732,20.316071713241946,82.14172512798538,82141.72512798538
52,Li-Ion,99,0.0,0.0,0.0,0.0
52,H2,99,102.45779684122732,18.23073374091401,84.2270631003133,84227.0631003133
53,Li-Ion,100,0.0,0.0,0.0,0.0
53,H2,100,102.45779684122732,16.90214005339601,85.55565678783131,85555.6567878313
54,Li-Ion,101,0.0,0.0,0.0,0.0
54,H2,101,102.45779684122732,14.368109603876992,88.08968723735033,88089.68723735033
55,Li-Ion,102,0.0,0.0,0.0,0.0
55,H2,102,102.45779684122732,16.489369694764733,85.96842714646259,85968.42714646259
56,Li-Ion,103,0.0,0.0,0.0,0.0
56,H2,103,102.45779684122732,15.477692418168234,86.98010442305909,86980.10442305909
57,Li-Ion,104,0.0,0.0,0.0,0.0
57,H2,104,102.45779684122732,13.514543006082384,88.94325383514493,88943.25383514493
58,Li-Ion,105,0.0,0.0,0.0,0.0
58,H2,105,102.45779684122732,11.341187697108497,91.11660914411883,91116.60914411883
59,Li-Ion,106,0.0,0.0,0.0,0.0
59,H2,106,102.45779684122732,9.062748124304731,93.39504871692259,93395.04871692258
60,Li-Ion,107,0.0,0.0,0.0,0.0
60,H2,107,102.45779684122732,11.491361881512947,90.96643495971438,90966.43495971437
61,Li-Ion,108,0.0,0.0,0.0,0.0
61,H2,108,102.45779684122732,11.491361881512947,90.96643495971438,90966.43495971437
62,Li-Ion,109,0.0,0.0,0.0,0.0
62,H2,109,102.45779684122732,12.796178707355013,89.66161813387231,89661.61813387231
63,Li-Ion,110,0.0,4.412404559513875,0.0,0.0
63,H2,110,102.45779684122732,17.0828168387069,85.37498000252042,85374.98000252042
64,Li-Ion,111,0.0,0.0,0.0,0.0
64,H2,111,102.45779684122732,21.36945497005879,81.08834187116852,81088.34187116852
65,Li-Ion,112,0.0,3.4668892967609013,0.0,0.0
65,H2,112,102.45779684122732,24.489721533708554,77.96807530751877,77968.07530751877
66,Li-Ion,113,0.0,0.0,0.0,0.0
66,H2,113,102.45779684122732,26.16490650140615,76.29289033982117,76292.89033982117
67,Li-Ion,114,0.0,0.0,0.0,0.0
67,H2,114,102.45779684122732,27.722865836241308,74.73493100498601,74734.931004986
68,Li-Ion,115,0.0,0.0,0.0,0.0
68,H2,115,102.45779684122732,25.719799160665854,76.73799768056146,76737.99768056146
69,Li-Ion,116,0.0,0.0,0.0,0.0
69,H2,116,102.45779684122732,23.481785690456167,78.97601115077116,78976.01115077116
70,Li-Ion,117,0.0,0.0,0.0,0.0
70,H2,117,102.45779684122732,21.763513079301134,80.69428376192619,80694.28376192618
71,Li-Ion,118,0.0,0.0,0.0,0.0
71,H2,118,102.45779684122732,21.789245330087823,80.6685515111395,80668.55151113949
72,Li-Ion,119,0.0,0.0,0.0,0.0
72,H2,119,102.45779684122732,21.406742574457525,81.0510542667698,81051.0542667698
73,Li-Ion,120,0.0,0.0,0.0,0.0
73,H2,120,102.45779684122732,21.85523532533331,80.60256151589401,80602.561515894
74,Li-Ion,121,0.0,0.0,0.0,0.0
74,H2,121,102.45779684122732,21.976359443466265,80.48143739776106,80481.43739776105
75,Li-Ion,122,0.0,0.0,0.0,0.0
75,H2,122,102.45779684122732,21.451970875204374,81.00582596602294,81005.82596602294
76,Li-Ion,123,0.0,0.0,0.0,0.0
76,H2,123,102.45779684122732,24.585018460876864,77.87277838035045,77872.77838035046
77,Li-Ion,124,0.0,0.0,0.0,0.0
77,H2,124,102.45779684122732,26.593723169482416,75.8640736717449,75864.0736717449
78,Li-Ion,125,0.0,0.0,0.0,0.0
78,H2,125,102.45779684122732,28.955606488285135,73.5021903529422,73502.1903529422
79,Li-Ion,126,0.0,0.0,0.0,0.0
79,H2,126,102.45779684122732,31.787030780585397,70.67076606064192,70670.76606064192
80,Li-Ion,127,0.0,0.0,0.0,0.0
80,H2,127,102.45779684122732,32.64579102266338,69.81200581856393,69812.00581856394
81,Li-Ion,128,0.0,0.0,0.0,0.0
81,H2,128,102.45779684122732,35.60644859815404,66.85134824307329,66851.34824307328
82,Li-Ion,129,0.0,0.0,0.0,0.0
82,H2,129,102.45779684122732,38.96352430103017,63.49427254019715,63494.272540197155
83,Li-Ion,130,0.0,0.0,0.0,0.0
83,H2,130,102.45779684122732,39.189908623167305,63.267888218060016,63267.88821806001
84,Li-Ion,131,0.0,0.0,0.0,0.0
84,H2,131,102.45779684122732,44.07043142080153,58.38736542042579,58387.36542042579
85,Li-Ion,132,0.0,0.0,0.0,0.0
85,H2,132,102.45779684122732,43.6247910638585,58.83300577736882,58833.00577736882
86,Li-Ion,133,0.0,0.0,0.0,0.0
86,H2,133,102.45779684122732,45.91407923497424,56.54371760625308,56543.717606253085
87,Li-Ion,134,0.0,0.0,0.0,0.0
87,H2,134,102.45779684122732,50.200717366326124,52.25707947490119,52257.07947490119
88,Li-Ion,135,0.0,0.0,0.0,0.0
88,H2,135,102.45779684122732,47.76417573782525,54.69362110340207,54693.621103402074
89,Li-Ion,136,0.0,0.0,0.0,0.0
89,H2,136,102.45779684122732,50.25531120875488,52.20248563247244,52202.48563247244
90,Li-Ion,137,0.0,0.0,0.0,0.0
90,H2,137,102.45779684122732,51.2470898424234,51.21070699880392,51210.70699880392
91,Li-Ion,138,0.0,0.0,0.0,0.0
91,H2,138,102.45779684122732,51.2842212287377,51.17357561248962,51173.57561248962
