,value
n_anchor_hours,8760.0
LOLP,0.02968036529680365
LOLE_hours_per_event,0.09143835616438356
EUE_mean_MWh,0.1093963446898406
EUE_p95_MWh,0.0
EUE_p99_MWh,4.147914998586147
EUE_max_MWh,25.478372677776658
USE_hours_mean,0.09143835616438356
USE_hours_p95,0.0
max_unserved_MW_mean,0.04830330486587542
max_unserved_MW_p95,0.0
max_unserved_MW_max,3.43661
expected_opex_USD,11012.717782933794
