hour,Load,Nuclear,Hydro,OtherRenewables,Psolar_av_3621133,Pwind_av_994997,Pthermal_83,Pthermal_98,Pthermal_106,Pthermal_147,Pthermal_162,Pthermal_163,Pthermal_167,Pthermal_170,Pthermal_221,Pthermal_223,Pthermal_224,Pthermal_235,Pthermal_241,Pcha_Li-Ion,Pcha_Vanadium,Pcha_PHS,Pcha_H2,Pdis_Li-Ion,Pdis_Vanadium,Pdis_PHS,Pdis_H2,SOC_Li-Ion,SOC_Vanadium,SOC_PHS,SOC_H2,Pimp,Pexp,Curtailment_solar,Curtailment_wind,Curtailment_total
1,98.5,0.0,0.0,0.0,0.0,221.8157045100396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99985,0.0,0.0,48.315854510039614,0.0,0.0,0.0,0.0,377.2248848634702,0.0,0.0,15791.144378747707,0.0,0.0,0.0,0.0,0.0
2,94.7,0.0,0.0,0.0,0.0,244.01112978331153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99985,0.0,0.0,74.31127978331152,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,15838.142958739165,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14
3,91.0,0.0,0.0,0.0,0.0,156.24237014048134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24237014048134,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,15879.4058566575,0.0,0.0,0.0,0.0,0.0
4,88.7,0.0,0.0,0.0,0.0,36.1149033784824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,15879.4058566575,52.5850966215176,0.0,0.0,0.0,0.0
5,87.8,0.0,0.0,0.0,0.0,36.38892097444872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.37133,0.0,0.0,15879.4058566575,51.411079025551274,0.0,0.0,0.0,0.0
6,88.5,0.0,0.0,0.0,0.0,13.12821381124032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.907870182843396,446.37133,0.0,0.0,15865.321277218058,66.46391600591629,0.0,0.0,5.329070518200751e-15,5.329070518200751e-15
7,90.4,0.0,0.0,0.0,0.0,15.871468620296401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06461537378732,0.0,0.0,0.0,437.62402647416474,0.0,0.0,15865.321277218058,66.46391600591629,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
8,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.736083994083714,0.0,0.0,0.0,408.6246717685916,0.0,0.0,15865.321277218058,66.46391600591629,0.0,0.0,0.0,0.0
9,97.8,0.0,0.0,0.0,0.0,26.730570428984155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605513565099557,0.0,0.0,0.0,403.6292909377562,0.0,0.0,15865.321277218058,66.46391600591629,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
10,103.0,0.0,0.0,0.0,0.0,22.367840839273203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.168243154810511,403.6292909377562,0.0,0.0,15842.919317811913,66.46391600591629,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15
