,value
n_anchor_hours,8760.0
LOLP,0.033105022831050226
LOLE_hours_per_event,0.11598173515981736
EUE_mean_MWh,0.19572288824626213
EUE_p95_MWh,0.0
EUE_p99_MWh,7.492762457511576
EUE_max_MWh,33.01760605686514
USE_hours_mean,0.11598173515981736
USE_hours_p95,0.0
max_unserved_MW_mean,0.07008654224600573
max_unserved_MW_p95,0.0
max_unserved_MW_max,3.51081
expected_opex_USD,11400.691603680036
